Game_Title,Platform,Release_Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.46,0.00,0.11,1.01,64.00,19,6.10,38,"Electronic Arts, Rebellion",T
Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.10,1.01,81.00,74,8.00,302,"Team Ninja, Tecmo",M
Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.34,0.00,0.09,1.01,72.00,32,7.30,318,Ubisoft,M
Rayman Legends,PS4,2014,Platform,Ubisoft,0.22,0.64,0.00,0.16,1.01,90.00,16,8.50,525,Ubisoft Montpellier,E10+
Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.34,0.02,0.10,1.01,81.00,73,7.00,189,Ubisoft Montreal,T
ZombiU,WiiU,2012,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77.00,70,7.70,758,Ubisoft Montpellier,M
Pokken Tournament,WiiU,2016,Fighting,Namco Bandai Games,0.50,0.26,0.17,0.08,1.01,76.00,74,8.00,273,Bandai Namco Games,E10+
Ford Racing 2,PS2,2003,Racing,Empire Interactive,0.49,0.38,0.00,0.13,1.00,51.00,5,8.00,8,Razorworks Studios,E
NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0.00,0.00,0.07,1.00,67.00,12,4.50,6,EA Salt Lake,E10+
God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.00,86.00,73,8.40,255,Ready at Dawn,M
SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.00,1.00,92.00,39,8.90,54,Namco,T
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.10,0.74,0.03,1.00,72.00,16,9.30,54,Omega Force,T
Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.00,87.00,43,8.40,238,UBlart Montpellier,E10+
NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,0.74,0.21,0.00,0.04,0.99,79.00,24,8.50,10,Microsoft Game Studios,E
Just Dance 2014,X360,2013,Misc,Ubisoft,0.72,0.17,0.00,0.10,0.99,79.00,16,7.80,33,Ubisoft,E10+
NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0.00,0.00,0.06,0.99,82.00,25,6.60,49,EA Sports,E
UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.20,0.00,0.08,0.99,85.00,60,7.60,88,Yuke's,T
Kirby: Mass Attack,DS,2011,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83.00,46,8.60,55,HAL Labs,E
Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55.00,65,6.50,294,Free Radical Design,M
The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.30,0.23,0.38,0.08,0.99,66.00,20,8.00,35,DreamFactory,T
DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.52,0.00,0.19,0.99,87.00,63,8.20,94,Codemasters,T
Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0.00,0.11,0.99,70.00,39,5.00,26,Neversoft Entertainment,T
EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,70.00,35,8.20,20,SCEE London Studio,E
Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78.00,48,8.10,84,Capcom,T
Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,0.37,0.30,0.12,0.19,0.99,75.00,26,8.30,30,Project Aces,T
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.27,0.00,0.09,0.99,89.00,66,8.40,1106,From Software,M
Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.52,0.27,0.00,0.19,0.98,79.00,26,8.70,43,Rockstar London,T
Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,80.00,17,6.80,11,Konami,E
FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.64,0.00,0.11,0.98,75.00,21,6.20,17,EA Sports,E
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77.00,55,8.20,336,Namco Bandai Games,T
Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0.00,0.08,0.98,91.00,48,7.90,3450,Bethesda Game Studios,M
Zoo Tycoon DS,DS,2005,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,44.00,19,6.60,25,Altron,E
WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,0.38,0.50,0.00,0.11,0.98,59.00,13,5.90,18,Yuke's,T
Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.26,0.00,0.08,0.98,78.00,68,6.40,694,Visceral Games,M
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82.00,58,7.50,383,Ubisoft Toronto,M
NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0.00,0.08,0.97,82.00,46,7.60,34,Visual Concepts,E
NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0.00,0.03,0.97,87.00,38,8.30,27,EA Sports,E
Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0.00,0.93,0.00,0.04,0.97,93.00,47,8.90,1841,Rockstar North,M
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0.00,0.00,0.08,0.97,81.00,31,5.30,33,EA Tiburon,E
Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.26,0.00,0.09,0.97,82.00,88,8.00,268,Double Fine Productions,M
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.49,0.32,0.00,0.16,0.97,75.00,21,5.90,47,Avalanche Software,E10+
NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0.00,0.12,0.97,85.00,19,7.60,53,EA Sports,E
Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75.00,37,7.90,67,Rockstar Leeds,M
FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.33,0.60,0.00,0.04,0.97,81.00,34,8.70,23,EA Canada,E
Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.40,0.44,0.00,0.12,0.97,89.00,23,5.50,5926,BioWare,M
Cars,DS,2006,Racing,THQ,0.85,0.04,0.00,0.07,0.97,54.00,17,2.10,11,Helixe,E
Band Hero,Wii,2009,Misc,Activision,0.59,0.29,0.00,0.09,0.97,79.00,20,6.60,15,Vicarious Visions,E10+
Skylanders: Spyro's Adventure,X360,2011,Action,Activision,0.53,0.34,0.00,0.10,0.97,78.00,35,5.20,53,Toys for Bob,E10+
Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.54,0.37,0.00,0.06,0.97,86.00,16,9.00,44,Dreamworks Interactive,T
Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87.00,41,9.10,174,Level 5,T
Far Cry 3,PC,2012,Shooter,Ubisoft,0.22,0.62,0.00,0.12,0.96,88.00,43,8.20,3183,Ubisoft Montreal,M
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96,76.00,46,4.30,894,Turtle Rock Studios,M
Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.36,0.00,0.16,0.96,76.00,37,6.40,522,Visceral Games,M
NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0.00,0.12,0.96,85.00,22,8.10,9,EA Sports,E
Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,0.00,0.81,0.00,0.15,0.96,65.00,12,7.50,111,Giants Software,E
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.47,0.40,0.00,0.09,0.96,77.00,26,7.50,17,"Vicarious Visions, Neversoft Entertainment",T
de Blob,Wii,2008,Platform,THQ,0.49,0.37,0.00,0.10,0.96,82.00,48,8.60,73,Blue Tongue Entertainment,E
Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,71.00,33,7.90,43,Overworks,M
Mortal Kombat: Deadly Alliance,XB,2002,Fighting,Midway Games,0.77,0.15,0.00,0.04,0.96,81.00,27,8.40,24,Midway,M
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0.00,0.14,0.96,88.00,76,8.50,4378,CD Projekt Red Studio,M
Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70.00,21,6.90,92,Rebellion,M
ESPN NBA 2K5,XB,2004,Sports,Global Star,0.88,0.04,0.00,0.04,0.95,85.00,28,8.70,22,Visual Concepts,E
Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.30,0.43,0.00,0.22,0.95,52.00,47,6.70,18,SCEE London Studio,M
Mario Tennis Open,3DS,2012,Sports,Nintendo,0.26,0.29,0.34,0.05,0.95,69.00,58,6.90,110,Camelot Software Planning,E
PilotWings Resort,3DS,2011,Simulation,Nintendo,0.40,0.36,0.13,0.07,0.95,71.00,64,7.40,88,Monster Games Inc.,E
World Championship Poker,PS2,2004,Misc,Play It,0.80,0.03,0.00,0.13,0.95,60.00,8,7.70,11,Coresoft,E
My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.30,0.54,0.00,0.11,0.95,63.00,4,7.60,7,Ubisoft Montreal,E
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0.00,0.14,0.95,87.00,29,8.60,53,Ubisoft Montreal,M
Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.32,0.00,0.09,0.95,60.00,50,7.80,238,Sonic Team,E10+
PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.50,0.27,0.04,0.15,0.95,74.00,69,7.30,540,SuperBot Entertainment,T
Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.00,0.95,78.00,39,4.10,303,Konami,E
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79.00,18,6.90,156,Ubisoft Paris,M
Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75.00,20,8.40,12,Koei,T
Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79.00,53,7.70,114,Ubisoft Reflections,T
Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0.00,0.09,0.95,73.00,79,7.30,126,EA Montreal,M
Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.33,0.20,0.13,0.95,68.00,56,6.90,62,Capcom,T
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.43,0.00,0.16,0.95,73.00,42,7.10,34,Traveller's Tales,E10+
Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0.00,0.13,0.94,70.00,67,7.40,254,Guerrilla,M
Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.94,81.00,65,8.20,231,Nintendo,E10+
Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0.00,0.12,0.94,79.00,45,8.40,74,KCET,M
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,84.00,27,7.70,314,Ubisoft Toronto,M
Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.39,0.39,0.00,0.16,0.94,77.00,18,4.80,42,Toys for Bob,E10+
Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,64.00,38,7.80,19,Alfa System,T
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.30,0.01,0.12,0.94,78.00,37,7.00,49,Yuke's,T
NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0.00,0.00,0.07,0.94,83.00,26,6.70,37,EA Tiburon,E
Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.27,0.00,0.13,0.94,83.00,61,7.60,162,Double Fine Productions,M
Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.69,0.17,0.00,0.08,0.94,47.00,15,4.50,21,Buzz Monkey,E10+
Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87.00,69,9.10,293,Rockstar Vancouver,T
Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0.00,0.04,0.94,92.00,41,7.80,72,Ubisoft,T
MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0.00,0.13,0.94,83.00,30,8.90,31,SCEA San Diego Studios,E
NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0.00,0.12,0.93,79.00,20,6.80,18,EA Sports,E
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77.00,32,7.90,187,CyberConnect2,T
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.29,0.49,0.00,0.15,0.93,79.00,38,6.20,157,EA Sports,T
The Sims 2,DS,2005,Simulation,Electronic Arts,0.81,0.05,0.00,0.07,0.93,70.00,13,6.10,24,Griptonite Games,E10+
Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,0.59,0.30,0.00,0.04,0.93,90.00,25,8.50,21,Neversoft Entertainment,T
Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.56,0.28,0.00,0.09,0.93,85.00,28,6.90,703,BioWare,M
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,64.00,77,7.50,213,Level 5,T
SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.50,0.00,0.16,0.93,70.00,26,5.50,4,SCEE London Studio,T
Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.28,0.14,0.47,0.04,0.93,81.00,71,8.70,87,HAL Labs,E
Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.40,0.43,0.00,0.10,0.93,85.00,20,8.60,17,Neversoft Entertainment,T
Bayonetta,X360,2009,Action,Sega,0.51,0.25,0.09,0.08,0.93,90.00,86,8.00,597,PlatinumGames,M
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0.00,0.13,0.93,83.00,25,8.60,19,SCEA,E
Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0.00,0.07,0.93,61.00,11,4.80,5,Neko Entertainment,E
Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,66.00,58,7.00,76,"Square Enix, h.a.n.d. Inc.",E10+
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.10,0.93,77.00,47,7.80,112,Codemasters,M
Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.40,0.00,0.15,0.93,73.00,43,7.10,75,TT Games,E10+
Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0.00,0.00,0.06,0.93,39.00,5,5.60,8,Activision,E10+
Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0.00,0.15,0.93,76.00,48,8.00,70,Gearbox Software,M
The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93,80.00,5,6.80,12,TT Games,E10+
Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0.00,0.12,0.93,80.00,21,6.20,1489,Ubisoft,M
Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0.00,0.10,0.93,89.00,38,8.20,2482,Gearbox Software,M
Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0.00,0.12,0.92,59.00,29,8.70,31,KCE Studios,E
Disney Magical World,3DS,2013,Adventure,Nintendo,0.17,0.20,0.53,0.03,0.92,71.00,27,7.50,21,h.a.n.d. Inc.,E
Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0.00,0.12,0.92,63.00,17,3.30,9,Titus Software,E
NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0.00,0.00,0.06,0.92,86.00,29,7.10,70,EA Tiburon,E
007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0.00,0.06,0.92,61.00,11,6.70,44,Black Ops Entertainment,T
Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81.00,53,9.20,203,Capcom,T
MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.68,0.08,0.00,0.17,0.92,80.00,44,7.80,190,SCEA San Diego Studios,E
South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.43,0.34,0.00,0.16,0.92,85.00,31,8.50,575,Obsidian Entertainment,M
South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.58,0.26,0.00,0.09,0.92,82.00,33,8.40,363,Obsidian Entertainment,M
MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.86,0.00,0.00,0.06,0.92,87.00,23,7.50,75,SCEA San Diego Studios,E
SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0.00,0.16,0.92,48.00,9,6.40,13,Tantalus Interactive,E
Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.20,0.02,0.07,0.92,73.00,71,7.70,224,Visceral Games,M
Wii Play: Motion,Wii,2011,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60.00,34,6.10,16,Nintendo,E10+
WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.58,0.26,0.00,0.08,0.92,79.00,47,7.10,34,Yuke's,T
Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.30,0.32,0.21,0.08,0.92,79.00,56,7.80,161,"Mistwalker, Artoon",T
Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.30,0.05,0.91,74.00,21,8.20,62,Marvelous AQL,E
Kung Fu Panda,Wii,2008,Action,Activision,0.50,0.32,0.00,0.09,0.91,70.00,20,6.70,7,Xpec,E10+
EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.27,0.00,0.12,0.91,78.00,20,5.40,14,EA Canada,E
Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0.00,0.12,0.91,76.00,23,8.10,12,Electronic Arts,T
Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,77.00,63,7.20,53,Ubisoft Shanghai,T
Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63.00,15,8.90,23,Genki,E
Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,0.91,92.00,59,8.90,950,Monolith Soft,T
Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.80,0.02,0.07,0.91,90.00,13,8.70,31,Codemasters,E
Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57.00,25,7.40,57,Omega Force,T
NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.70,0.11,0.00,0.09,0.91,86.00,15,5.70,183,Visual Concepts,E
SSX,PS3,2012,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,81.00,38,6.80,110,EA Canada,E
Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.48,0.32,0.02,0.09,0.91,56.00,26,8.10,57,Sonic Team,E
Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0.00,0.04,0.91,75.00,20,7.90,12,Sonic Team,E
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,76.00,42,6.50,53,Codemasters,M
Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0.00,0.12,0.90,80.00,23,7.60,5,EA Sports,E
Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.90,78.00,68,8.30,432,Mistwalker,T
Street Fighter V,PS4,2016,Fighting,Capcom,0.40,0.28,0.08,0.14,0.90,77.00,80,3.40,1221,Capcom,T
Just Cause 3,XOne,2015,Action,Square Enix,0.44,0.39,0.00,0.08,0.90,71.00,24,7.00,186,Avalanche Studios,M
MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0.00,0.12,0.90,78.00,36,7.60,9,989 Sports,E
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0.00,0.08,0.90,73.00,75,7.30,82,Vicarious Visions,T
Burnout Revenge,PS2,2005,Racing,Electronic Arts,0.75,0.03,0.00,0.12,0.90,90.00,52,8.80,114,Criterion Games,E10+
Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.90,76.00,45,6.70,344,Crytek,M
The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.90,88.00,82,8.30,818,CD Projekt Red Studio,M
Homefront,PS3,2011,Shooter,THQ,0.32,0.39,0.04,0.15,0.90,70.00,60,5.70,174,Kaos Studios,M
LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14,0.90,70.00,46,7.00,80,TT Games,E10+
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.51,0.00,0.07,0.90,71.00,64,5.70,2421,ZeniMax Media,M
Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.90,70.00,44,8.10,8,Clap Hanz,E
MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.25,0.00,0.12,0.90,74.00,44,7.40,10,Rainbow Studios,E
Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.63,0.13,0.00,0.15,0.90,74.00,13,5.20,118,EA Sports,E
Sonic Heroes,XB,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.90,73.00,28,7.60,34,Sonic Team,E
Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.90,50.00,14,6.50,28,Vicarious Visions,T
James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,0.65,0.22,0.00,0.03,0.90,71.00,16,7.50,15,Electronic Arts,T
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.90,61.00,4,5.20,11,TT Games,E10+
DJ Hero,PS3,2009,Misc,Activision,0.42,0.34,0.00,0.14,0.90,86.00,53,7.80,49,FreeStyleGames,T
X-Men Legends,XB,2004,Role-Playing,Activision,0.62,0.24,0.00,0.04,0.90,82.00,63,8.50,14,Raven Software,T
NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0.05,0.00,0.04,0.90,85.00,28,7.60,14,EA Canada,E
Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,0.44,0.34,0.00,0.11,0.90,68.00,21,6.60,27,Magic Pockets,E
Blitz: The League,PS2,2005,Sports,Unknown,0.74,0.03,0.00,0.12,0.89,76.00,25,8.00,20,Midway,M
SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.08,0.89,67.00,64,6.30,121,Zipper Interactive,M
Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0.00,0.12,0.89,83.00,29,6.20,16,EA Sports,E
FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.62,0.00,0.10,0.89,77.00,47,6.70,58,EA Sports,E
Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.27,0.00,0.18,0.89,77.00,56,8.30,80,Guerrilla,T
NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0.00,0.11,0.89,85.00,16,7.50,6,Visual Concepts,E
Pure,PS3,2008,Racing,Disney Interactive Studios,0.42,0.33,0.00,0.14,0.89,83.00,43,7.80,30,Black Rock Studio,E
Resistance: Retribution,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.35,0.05,0.21,0.89,81.00,67,8.10,84,Sony Bend,M
Call of Duty: World at War,DS,2008,Shooter,Activision,0.56,0.25,0.00,0.08,0.89,75.00,12,7.80,20,n-Space,T
Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.25,0.00,0.11,0.89,80.00,41,7.30,17,Electronic Arts,E
FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.28,0.51,0.00,0.09,0.89,80.00,18,8.40,22,EA Canada,E
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.29,0.00,0.13,0.89,70.00,25,7.10,16,Traveller's Tales,E10+
Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.83,0.00,0.00,0.06,0.89,70.00,17,7.90,15,RED Entertainment,E
NCAA Football 13,PS3,2012,Action,Electronic Arts,0.82,0.00,0.00,0.07,0.89,79.00,9,4.10,34,EA Tiburon,E
Samba De Amigo,Wii,2008,Misc,Sega,0.41,0.37,0.01,0.09,0.88,68.00,43,8.10,40,Gearbox Software,E
The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.36,0.00,0.15,0.88,71.00,30,7.50,49,EA Redwood Shores,T
Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0.00,0.09,0.88,86.00,40,4.20,6430,Infinity Ward,M
The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.27,0.46,0.00,0.15,0.88,78.00,37,8.10,60,Crystal Dynamics,T
F1 2010,X360,2010,Racing,Codemasters,0.18,0.59,0.01,0.10,0.88,84.00,43,7.50,65,Codemasters Birmingham,E
Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,0.35,0.37,0.01,0.15,0.88,78.00,47,7.80,91,Techland,M
NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0.00,0.11,0.88,84.00,23,8.30,13,Visual Concepts,E
Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,0.21,0.12,0.46,0.08,0.88,78.00,52,8.30,144,Square Enix,T
Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.80,0.00,0.01,0.07,0.88,51.00,11,7.80,17,Ubisoft,E
Far Cry: Primal,XOne,2016,Action,Ubisoft,0.47,0.33,0.00,0.08,0.88,77.00,27,6.40,194,Ubisoft Montreal,M
Resident Evil: Revelations,3DS,2012,Action,Capcom,0.30,0.22,0.30,0.05,0.88,82.00,78,8.50,397,Capcom,M
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.50,0.29,0.01,0.08,0.88,74.00,55,7.30,81,BioWare,E
Star Wars: The Force Unleashed,DS,2008,Action,LucasArts,0.50,0.28,0.00,0.09,0.88,61.00,8,5.50,18,n-Space,T
Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0.00,0.07,0.88,90.00,40,6.60,2299,Rockstar Toronto,M
